,files,emotion
4870,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T184223.294_face.png,6
4871,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T201724.561_face.png,6
4872,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182451.809_face.png,6
4873,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004048.162_face.png,6
4874,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005525.401_face.png,6
4875,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005306.383_face.png,6
4876,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004103.164_face.png,6
4877,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004759.026_face.png,6
4878,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005504.919_face.png,6
4879,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003755.339_face.png,6
4880,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002838.447_face.png,6
4881,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005333.173_face.png,6
4882,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004738.914_face.png,6
4883,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003651.559_face.png,6
4884,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005342.799_face.png,6
4885,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003743.947_face.png,6
4886,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004059.872_face.png,6
4887,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005559.685_face.png,6
4888,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (87)_face.png,6
4889,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004103.784_face.png,6
4890,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181727.583_face.png,6
4891,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004431.014_face.png,6
4892,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181657.921_face.png,6
4893,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005634.095_face.png,6
4894,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003703.186_face.png,6
4895,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005750.150_face.png,6
4896,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005308.320_face.png,6
4897,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003650.239_face.png,6
4898,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005909.902_face.png,6
4899,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004447.498_face.png,6
4900,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T195953.092_face.png,6
4901,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T184248.144_face.png,6
4902,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003741.214_face.png,6
4903,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004425.954_face.png,6
4904,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181640.504_face.png,6
4905,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004619.454_face.png,6
4906,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004028.943_face.png,6
4907,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-05T231347.970_face.png,6
4908,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005528.014_face.png,6
4909,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004523.040_face.png,6
4910,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004436.508_face.png,6
4911,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (99)_face.png,6
4912,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004143.206_face.png,6
4913,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-05T231328.226_face.png,6
4914,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-05T231404.305_face.png,6
4915,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005618.504_face.png,6
4916,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/9k__face.png,6
4917,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004004.739_face.png,6
4918,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T010009.090_face.png,6
4919,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004025.846_face.png,6
4920,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (71)_face.png,6
4921,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003631.677_face.png,6
4922,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005322.827_face.png,6
4923,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005850.594_face.png,6
4924,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003547.020_face.png,6
4925,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/22600236939_54d0e01905_n_face.png,6
4926,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T000145.204_face.png,6
4927,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181717.373_face.png,6
4928,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004146.269_face.png,6
4929,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004018.251_face.png,6
4930,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004614.812_face.png,6
4931,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004047.518_face.png,6
4932,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182647.405_face.png,6
4933,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003000.377_face.png,6
4934,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004151.060_face.png,6
4935,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004001.189_face.png,6
4936,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182427.183_face.png,6
4937,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004613.411_face.png,6
4938,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003757.630_face.png,6
4939,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005742.717_face.png,6
4940,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005604.895_face.png,6
4941,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (80)_face.png,6
4942,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004129.400_face.png,6
4943,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003531.624_face.png,6
4944,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002925.726_face.png,6
4945,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005428.607_face.png,6
4946,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004118.713_face.png,6
4947,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004542.755_face.png,6
4948,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005313.425_face.png,6
4949,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003743.061_face.png,6
4950,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004007.911_face.png,6
4951,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003657.842_face.png,6
4952,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004031.467_face.png,6
4953,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T203319.422_face.png,6
4954,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004130.171_face.png,6
4955,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004003.318_face.png,6
4956,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003718.345_face.png,6
4957,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005312.019_face.png,6
4958,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003643.987_face.png,6
4959,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004109.340_face.png,6
4960,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004144.835_face.png,6
4961,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003053.676_face.png,6
4962,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004154.005_face.png,6
4963,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004541.278_face.png,6
4964,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003550.427_face.png,6
4965,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T010005.685_face.png,6
4966,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T192025.283_face.png,6
4967,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/33824758533_a82fc5b885_b_face.png,6
4968,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004103.441_face.png,6
4969,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003618.041_face.png,6
4970,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181818.219_face.png,6
4971,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T010031.956_face.png,6
4972,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003549.598_face.png,6
4973,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005320.115_face.png,6
4974,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003648.083_face.png,6
4975,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004026.114_face.png,6
4976,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004126.327_face.png,6
4977,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004647.970_face.png,6
4978,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004600.111_face.png,6
4979,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003018.230_face.png,6
4980,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003707.051_face.png,6
4981,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003624.698_face.png,6
4982,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005424.019_face.png,6
4983,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004119.929_face.png,6
4984,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004120.788_face.png,6
4985,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/32389337586_9f0fb42512_n_face.png,6
4986,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004524.520_face.png,6
4987,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003650.711_face.png,6
4988,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (68)_face.png,6
4989,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005936.339_face.png,6
4990,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/22913025801_2822113219_n_face.png,6
4991,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182751.250_face.png,6
4992,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004154.740_face.png,6
4993,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005631.751_face.png,6
4994,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (12)_face.png,6
4995,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004058.417_face.png,6
4996,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005339.553_face.png,6
4997,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003741.685_face.png,6
4998,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004107.384_face.png,6
4999,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (77)_face.png,6
5000,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005439.473_face.png,6
5001,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004057.191_face.png,6
5002,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003520.362_face.png,6
5003,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005310.899_face.png,6
5004,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005401.445_face.png,6
5005,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005440.221_face.png,6
5006,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181710.035_face.png,6
5007,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003507.383_face.png,6
5008,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004648.686_face.png,6
5009,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003717.373_face.png,6
5010,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181756.834_face.png,6
5011,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005542.560_face.png,6
5012,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003752.692_face.png,6
5013,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003641.329_face.png,6
5014,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005707.184_face.png,6
5015,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003453.521_face.png,6
5016,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003731.220_face.png,6
5017,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002913.862_face.png,6
5018,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003621.098_face.png,6
5019,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003517.059_face.png,6
5020,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004720.711_face.png,6
5021,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005358.856_face.png,6
5022,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005912.704_face.png,6
5023,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (63)_face.png,6
5024,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-05T231433.156_face.png,6
5025,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005749.373_face.png,6
5026,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005258.492_face.png,6
5027,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003623.125_face.png,6
5028,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004434.571_face.png,6
5029,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (38)_face.png,6
5030,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004127.468_face.png,6
5031,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005701.455_face.png,6
5032,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003047.702_face.png,6
5033,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/2Q___face.png,6
5034,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (42)_face.png,6
5035,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005304.468_face.png,6
5036,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002930.192_face.png,6
5037,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003802.534_face.png,6
5038,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005501.519_face.png,6
5039,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002810.946_face.png,6
5040,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005519.454_face.png,6
5041,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182725.690_face.png,6
5042,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003505.662_face.png,6
5043,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004059.563_face.png,6
5044,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005555.685_face.png,6
5045,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182531.397_face.png,6
5046,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003611.029_face.png,6
5047,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003736.642_face.png,6
5048,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003534.716_face.png,6
5049,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181907.864_face.png,6
5050,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004143.555_face.png,6
5051,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004446.442_face.png,6
5052,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005801.428_face.png,6
5053,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003600.349_face.png,6
5054,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005335.001_face.png,6
5055,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004132.915_face.png,6
5056,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T183322.374_face.png,6
5057,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004453.689_face.png,6
5058,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/9k_ (1)_face.png,6
5059,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004449.093_face.png,6
5060,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005305.789_face.png,6
5061,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005557.140_face.png,6
5062,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T002923.875_face.png,6
5063,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004030.004_face.png,6
5064,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004007.019_face.png,6
5065,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004136.513_face.png,6
5066,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004110.233_face.png,6
5067,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004041.046_face.png,6
5068,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T181718.666_face.png,6
5069,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003757.206_face.png,6
5070,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003438.788_face.png,6
5071,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003639.511_face.png,6
5072,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/30313832521_d63b8e0dcb_b_face.png,6
5073,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003619.358_face.png,6
5074,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004518.274_face.png,6
5075,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005317.892_face.png,6
5076,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (14)_face.png,6
5077,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004630.616_face.png,6
5078,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005719.316_face.png,6
5079,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004125.051_face.png,6
5080,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004140.322_face.png,6
5081,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004643.968_face.png,6
5082,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005432.605_face.png,6
5083,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004040.208_face.png,6
5084,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004124.698_face.png,6
5085,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003737.530_face.png,6
5086,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182748.741_face.png,6
5087,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004032.626_face.png,6
5088,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T182755.754_face.png,6
5089,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005524.721_face.png,6
5090,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003721.835_face.png,6
5091,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003621.884_face.png,6
5092,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004112.693_face.png,6
5093,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003511.637_face.png,6
5094,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005335.739_face.png,6
5095,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004428.080_face.png,6
5096,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005954.493_face.png,6
5097,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T001237.024_face.png,6
5098,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003431.492_face.png,6
5099,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005826.418_face.png,6
5100,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004542.413_face.png,6
5101,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004121.599_face.png,6
5102,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003428.031_face.png,6
5103,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004617.294_face.png,6
5104,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005947.485_face.png,6
5105,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images (92)_face.png,6
5106,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004538.016_face.png,6
5107,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003510.785_face.png,6
5108,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005713.695_face.png,6
5109,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004428.804_face.png,6
5110,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003508.295_face.png,6
5111,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-05T231418.134_face.png,6
5112,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004111.915_face.png,6
5113,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T003622.329_face.png,6
5114,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T005340.257_face.png,6
5115,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T184530.833_face.png,6
5116,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T004714.287_face.png,6
5117,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/images - 2020-11-06T202901.714_face.png,6
5118,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/anger/14187801814_ea89208940_b_face.png,6
5119,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/disgust/images (66)_face.png,7
5120,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/disgust/images - 2020-11-06T001233.071_face.png,7
5121,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/disgust/images - 2020-11-05T231359.362_face.png,7
